10.0.15063.0 (WinBuild.160101.0800),Windows 10 version 1703 Mar 17
10.0.16299.15 (WinBuild.160101.0800),Windows 10 version 1709 Sep 17
10.0.17134.706 (WinBuild.160101.0800),Windows 10 version 1803 Apr 18
10.0.17763.1 (WinBuild.160101.0800),Windows 10 version 1809 Oct 18
